Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Gift Card,Status
"double-face-coat","","","","","","","Size","XL","Color","Верблюд","yn-006-C4A484-xl",3,deny,manual,24500.00,"",TRUE,TRUE,"","",FALSE,""
"double-face-coat","","","","","","","Size","XS","Color","Чорний","yn-006-1A1A1A-xs",3,deny,manual,24500.00,"",TRUE,TRUE,"","",FALSE,""
"double-face-coat","","","","","","","Size","S","Color","Чорний","yn-006-1A1A1A-s",3,deny,manual,24500.00,"",TRUE,TRUE,"","",FALSE,""
"double-face-coat","","","","","","","Size","M","Color","Чорний","yn-006-1A1A1A-m",5,deny,manual,24500.00,"",TRUE,TRUE,"","",FALSE,""
"double-face-coat","","","","","","","Size","L","Color","Чорний","yn-006-1A1A1A-l",3,deny,manual,24500.00,"",TRUE,TRUE,"","",FALSE,""
"double-face-coat","","","","","","","Size","XL","Color","Чорний","yn-006-1A1A1A-xl",3,deny,manual,24500.00,"",TRUE,TRUE,"","",FALSE,""
"double-face-coat","","","","","","","","","","","","","","","","","","","https://images.unsplash.com/photo-1544022613-e87ca75a784a?auto=format&fit=crop&w=1200&q=80",2,"",""
"soft-leather-trench","Шкіряний тренч","<p>Тренч з м'якої шкіри наппа з поясом. Силует класики без шуму.</p><p><strong>Матеріали:</strong> 100% шкіра наппа. Підкладка: 100% віскоза.</p><p><strong>Догляд:</strong> Протирати м'якою сухою тканиною. Уникати вологи та прямого сонця.</p>","YANELLE","outerwear","new, outerwear",TRUE,"Size","XS","Color","Чорний","yn-007-1A1A1A-xs",8,deny,manual,22800.00,"",TRUE,TRUE,"https://images.unsplash.com/photo-1551028719-00167b16eac5?auto=format&fit=crop&w=1200&q=80",1,FALSE,active
"soft-leather-trench","","","","","","","Size","S","Color","Чорний","yn-007-1A1A1A-s",8,deny,manual,22800.00,"",TRUE,TRUE,"","",FALSE,""
"soft-leather-trench","","","","","","","Size","M","Color","Чорний","yn-007-1A1A1A-m",10,deny,manual,22800.00,"",TRUE,TRUE,"","",FALSE,""
"soft-leather-trench","","","","","","","Size","L","Color","Чорний","yn-007-1A1A1A-l",8,deny,manual,22800.00,"",TRUE,TRUE,"","",FALSE,""
"soft-leather-trench","","","","","","","Size","XL","Color","Чорний","yn-007-1A1A1A-xl",8,deny,manual,22800.00,"",TRUE,TRUE,"","",FALSE,""
"soft-leather-trench","","","","","","","Size","XS","Color","Коньяк","yn-007-8B4513-xs",8,deny,manual,22800.00,"",TRUE,TRUE,"","",FALSE,""
"soft-leather-trench","","","","","","","Size","S","Color","Коньяк","yn-007-8B4513-s",8,deny,manual,22800.00,"",TRUE,TRUE,"","",FALSE,""
"soft-leather-trench","","","","","","","Size","M","Color","Коньяк","yn-007-8B4513-m",10,deny,manual,22800.00,"",TRUE,TRUE,"","",FALSE,""
"soft-leather-trench","","","","","","","Size","L","Color","Коньяк","yn-007-8B4513-l",8,deny,manual,22800.00,"",TRUE,TRUE,"","",FALSE,""
"soft-leather-trench","","","","","","","Size","XL","Color","Коньяк","yn-007-8B4513-xl",8,deny,manual,22800.00,"",TRUE,TRUE,"","",FALSE,""
"soft-leather-trench","","","","","","","","","","","","","","","","","","","https://images.unsplash.com/photo-1521223890158-f9f7c3d5d504?auto=format&fit=crop&w=1200&q=80",2,"",""
"wool-cape-coat","Вовняне пальто-накидка","<p>Пальто-накидка з щільної вовни. Об'єм без ваги.</p><p><strong>Матеріали:</strong> 80% вовна, 20% кашемір.</p><p><strong>Догляд:</strong> Лише хімчистка. Зберігати на плічках у чохлі.</p>","YANELLE","outerwear","limited, limited, outerwear",TRUE,"Size","XS","Color","Камінь","yn-008-A8A29E-xs",3,deny,manual,17500.00,"",TRUE,TRUE,"https://images.unsplash.com/photo-1483985988355-763728e1935b?auto=format&fit=crop&w=1200&q=80",1,FALSE,active
"wool-cape-coat","","","","","","","Size","S","Color","Камінь","yn-008-A8A29E-s",3,deny,manual,17500.00,"",TRUE,TRUE,"","",FALSE,""
"wool-cape-coat","","","","","","","Size","M","Color","Камінь","yn-008-A8A29E-m",5,deny,manual,17500.00,"",TRUE,TRUE,"","",FALSE,""
"wool-cape-coat","","","","","","","Size","L","Color","Камінь","yn-008-A8A29E-l",3,deny,manual,17500.00,"",TRUE,TRUE,"","",FALSE,""
"wool-cape-coat","","","","","","","Size","XL","Color","Камінь","yn-008-A8A29E-xl",3,deny,manual,17500.00,"",TRUE,TRUE,"","",FALSE,""
"wool-cape-coat","","","","","","","Size","XS","Color","Олива","yn-008-6B705C-xs",3,deny,manual,17500.00,"",TRUE,TRUE,"","",FALSE,""
"wool-cape-coat","","","","","","","Size","S","Color","Олива","yn-008-6B705C-s",3,deny,manual,17500.00,"",TRUE,TRUE,"","",FALSE,""
"wool-cape-coat","","","","","","","Size","M","Color","Олива","yn-008-6B705C-m",5,deny,manual,17500.00,"",TRUE,TRUE,"","",FALSE,""
"wool-cape-coat","","","","","","","Size","L","Color","Олива","yn-008-6B705C-l",3,deny,manual,17500.00,"",TRUE,TRUE,"","",FALSE,""
"wool-cape-coat","","","","","","","Size","XL","Color","Олива","yn-008-6B705C-xl",3,deny,manual,17500.00,"",TRUE,TRUE,"","",FALSE,""
"wool-cape-coat","","","","","","","","","","","","","","","","","","","https://images.unsplash.com/photo-1469334031218-e382a71b716b?auto=format&fit=crop&w=1200&q=80",2,"",""
"silk-charmeuse-blouse","Блуза з шовкового шармезу","<p>Блуза з шовкового шармезу з прихованими ґудзиками та м'яким коміром.</p><p><strong>Матеріали:</strong> 100% шовк.</p><p><strong>Догляд:</strong> Лише хімчистка. Зберігати на плічках у чохлі.</p>","YANELLE","blouses","new, featured, blouses",TRUE,"Size","XS","Color","М'який білий","yn-009-FAF8F5-xs",8,deny,manual,7200.00,"",TRUE,TRUE,"https://images.unsplash.com/photo-1564257631407-4deb1f99d992?auto=format&fit=crop&w=1200&q=80",1,FALSE,active
"silk-charmeuse-blouse","","","","","","","Size","S","Color","М'який білий","yn-009-FAF8F5-s",8,deny,manual,7200.00,"",TRUE,TRUE,"","",FALSE,""
"silk-charmeuse-blouse","","","","","","","Size","M","Color","М'який білий","yn-009-FAF8F5-m",10,deny,manual,7200.00,"",TRUE,TRUE,"","",FALSE,""
"silk-charmeuse-blouse","","","","","","","Size","L","Color","М'який білий","yn-009-FAF8F5-l",8,deny,manual,7200.00,"",TRUE,TRUE,"","",FALSE,""
"silk-charmeuse-blouse","","","","","","","Size","XL","Color","М'який білий","yn-009-FAF8F5-xl",8,deny,manual,7200.00,"",TRUE,TRUE,"","",FALSE,""
"silk-charmeuse-blouse","","","","","","","Size","XS","Color","Слонова кістка","yn-009-F5F0E8-xs",8,deny,manual,7200.00,"",TRUE,TRUE,"","",FALSE,""
"silk-charmeuse-blouse","","","","","","","Size","S","Color","Слонова кістка","yn-009-F5F0E8-s",8,deny,manual,7200.00,"",TRUE,TRUE,"","",FALSE,""
"silk-charmeuse-blouse","","","","","","","Size","M","Color","Слонова кістка","yn-009-F5F0E8-m",10,deny,manual,7200.00,"",TRUE,TRUE,"","",FALSE,""
"silk-charmeuse-blouse","","","","","","","Size","L","Color","Слонова кістка","yn-009-F5F0E8-l",8,deny,manual,7200.00,"",TRUE,TRUE,"","",FALSE,""
"silk-charmeuse-blouse","","","","","","","Size","XL","Color","Слонова кістка","yn-009-F5F0E8-xl",8,deny,manual,7200.00,"",TRUE,TRUE,"","",FALSE,""
"silk-charmeuse-blouse","","","","","","","Size","XS","Color","Чорний","yn-009-1A1A1A-xs",8,deny,manual,7200.00,"",TRUE,TRUE,"","",FALSE,""
"silk-charmeuse-blouse","","","","","","","Size","S","Color","Чорний","yn-009-1A1A1A-s",8,deny,manual,7200.00,"",TRUE,TRUE,"","",FALSE,""
"silk-charmeuse-blouse","","","","","","","Size","M","Color","Чорний","yn-009-1A1A1A-m",10,deny,manual,7200.00,"",TRUE,TRUE,"","",FALSE,""
"silk-charmeuse-blouse","","","","","","","Size","L","Color","Чорний","yn-009-1A1A1A-l",8,deny,manual,7200.00,"",TRUE,TRUE,"","",FALSE,""
"silk-charmeuse-blouse","","","","","","","Size","XL","Color","Чорний","yn-009-1A1A1A-xl",8,deny,manual,7200.00,"",TRUE,TRUE,"","",FALSE,""
"silk-charmeuse-blouse","","","","","","","","","","","","","","","","","","","https://images.unsplash.com/photo-1434389677669-e08b4cac3105?auto=format&fit=crop&w=1200&q=80",2,"",""
"cotton-poplin-shirt","Бавовняна сорочка поплін","<p>Чистокроєна сорочка з єгипетської бавовни. Основа капсули.</p><p><strong>Матеріали:</strong> 100% єгипетська бавовна.</p><p><strong>Догляд:</strong> Делікатне прання вручну в холодній воді. Сушити горизонтально.</p>","YANELLE","blouses","blouses",TRUE,"Size","XS","Color","М'який білий","yn-010-FAF8F5-xs",8,deny,manual,5400.00,"",TRUE,TRUE,"https://images.unsplash.com/photo-1596755094514-f87e34085b2c?auto=format&fit=crop&w=1200&q=80",1,FALSE,active
"cotton-poplin-shirt","","","","","","","Size","S","Color","М'який білий","yn-010-FAF8F5-s",8,deny,manual,5400.00,"",TRUE,TRUE,"","",FALSE,""
"cotton-poplin-shirt","","","","","","","Size","M","Color","М'який білий","yn-010-FAF8F5-m",10,deny,manual,5400.00,"",TRUE,TRUE,"","",FALSE,""
"cotton-poplin-shirt","","","","","","","Size","L","Color","М'який білий","yn-010-FAF8F5-l",8,deny,manual,5400.00,"",TRUE,TRUE,"","",FALSE,""
"cotton-poplin-shirt","","","","","","","Size","XL","Color","М'який білий","yn-010-FAF8F5-xl",8,deny,manual,5400.00,"",TRUE,TRUE,"","",FALSE,""
"cotton-poplin-shirt","","","","","","","Size","XS","Color","Пісок","yn-010-D4C4A8-xs",8,deny,manual,5400.00,"",TRUE,TRUE,"","",FALSE,""
"cotton-poplin-shirt","","","","","","","Size","S","Color","Пісок","yn-010-D4C4A8-s",8,deny,manual,5400.00,"",TRUE,TRUE,"","",FALSE,""
"cotton-poplin-shirt","","","","","","","Size","M","Color","Пісок","yn-010-D4C4A8-m",10,deny,manual,5400.00,"",TRUE,TRUE,"","",FALSE,""
"cotton-poplin-shirt","","","","","","","Size","L","Color","Пісок","yn-010-D4C4A8-l",8,deny,manual,5400.00,"",TRUE,TRUE,"","",FALSE,""
"cotton-poplin-shirt","","","","","","","Size","XL","Color","Пісок","yn-010-D4C4A8-xl",8,deny,manual,5400.00,"",TRUE,TRUE,"","",FALSE,""
"cotton-poplin-shirt","","","","","","","","","","","","","","","","","","","https://images.unsplash.com/photo-1583743814966-8936f5b7be1a?auto=format&fit=crop&w=1200&q=80",2,"",""
"draped-crepe-blouse","Драпірована крепова блуза","<p>Блуза з крепу з асиметричним драпіруванням. М'який об'єм біля шиї.</p><p><strong>Матеріали:</strong> 100% віскозний креп.</p><p><strong>Догляд:</strong> Лише хімчистка. Зберігати на плічках у чохлі.</p>","YANELLE","blouses","sale, blouses",TRUE,"Size","XS","Color","Шампань","yn-011-E8D5B7-xs",8,deny,manual,6100.00,7800.00,TRUE,TRUE,"https://images.unsplash.com/photo-1554568218-0f1715e72254?auto=format&fit=crop&w=1200&q=80",1,FALSE,active
"draped-crepe-blouse","","","","","","","Size","S","Color","Шампань","yn-011-E8D5B7-s",8,deny,manual,6100.00,7800.00,TRUE,TRUE,"","",FALSE,""
"draped-crepe-blouse","","","","","","","Size","M","Color","Шампань","yn-011-E8D5B7-m",10,deny,manual,6100.00,7800.00,TRUE,TRUE,"","",FALSE,""
"draped-crepe-blouse","","","","","","","Size","L","Color","Шампань","yn-011-E8D5B7-l",8,deny,manual,6100.00,7800.00,TRUE,TRUE,"","",FALSE,""
"draped-crepe-blouse","","","","","","","Size","XL","Color","Шампань","yn-011-E8D5B7-xl",8,deny,manual,6100.00,7800.00,TRUE,TRUE,"","",FALSE,""
"draped-crepe-blouse","","","","","","","Size","XS","Color","Чорний","yn-011-1A1A1A-xs",8,deny,manual,6100.00,7800.00,TRUE,TRUE,"","",FALSE,""
"draped-crepe-blouse","","","","","","","Size","S","Color","Чорний","yn-011-1A1A1A-s",8,deny,manual,6100.00,7800.00,TRUE,TRUE,"","",FALSE,""
"draped-crepe-blouse","","","","","","","Size","M","Color","Чорний","yn-011-1A1A1A-m",10,deny,manual,6100.00,7800.00,TRUE,TRUE,"","",FALSE,""
"draped-crepe-blouse","","","","","","","Size","L","Color","Чорний","yn-011-1A1A1A-l",8,deny,manual,6100.00,7800.00,TRUE,TRUE,"","",FALSE,""
"draped-crepe-blouse","","","","","","","Size","XL","Color","Чорний","yn-011-1A1A1A-xl",8,deny,manual,6100.00,7800.00,TRUE,TRUE,"","",FALSE,""
"draped-crepe-blouse","","","","","","","","","","","","","","","","","","","https://images.unsplash.com/photo-1434389677669-e08b4cac3105?auto=format&fit=crop&w=1200&q=80",2,"",""
"a-line-wool-skirt","Вовняна спідниця А-силуету","<p>Спідниця А-силуету з тонкої вовни до міді. Чиста лінія та прихована блискавка.</p><p><strong>Матеріали:</strong> 100% вовна.</p><p><strong>Догляд:</strong> Лише хімчистка. Зберігати на плічках у чохлі.</p>","YANELLE","skirts","skirts",TRUE,"Size","XS","Color","Чорний","yn-012-1A1A1A-xs",8,deny,manual,6800.00,"",TRUE,TRUE,"https://images.unsplash.com/photo-1583496661160-fb5886a0aaaa?auto=format&fit=crop&w=1200&q=80",1,FALSE,active
"a-line-wool-skirt","","","","","","","Size","S","Color","Чорний","yn-012-1A1A1A-s",8,deny,manual,6800.00,"",TRUE,TRUE,"","",FALSE,""
"a-line-wool-skirt","","","","","","","Size","M","Color","Чорний","yn-012-1A1A1A-m",10,deny,manual,6800.00,"",TRUE,TRUE,"","",FALSE,""
"a-line-wool-skirt","","","","","","","Size","L","Color","Чорний","yn-012-1A1A1A-l",8,deny,manual,6800.00,"",TRUE,TRUE,"","",FALSE,""
"a-line-wool-skirt","","","","","","","Size","XL","Color","Чорний","yn-012-1A1A1A-xl",8,deny,manual,6800.00,"",TRUE,TRUE,"","",FALSE,""
"a-line-wool-skirt","","","","","","","Size","XS","Color","Верблюд","yn-012-C4A484-xs",8,deny,manual,6800.00,"",TRUE,TRUE,"","",FALSE,""
"a-line-wool-skirt","","","","","","","Size","S","Color","Верблюд","yn-012-C4A484-s",8,deny,manual,6800.00,"",TRUE,TRUE,"","",FALSE,""
"a-line-wool-skirt","","","","","","","Size","M","Color","Верблюд","yn-012-C4A484-m",10,deny,manual,6800.00,"",TRUE,TRUE,"","",FALSE,""
"a-line-wool-skirt","","","","","","","Size","L","Color","Верблюд","yn-012-C4A484-l",8,deny,manual,6800.00,"",TRUE,TRUE,"","",FALSE,""
